SRR11784031	SRR11784026	SRR11784028	SRR11784030	SRR11784027	SRR11784029	SRR11784032
122704	0	25	12	16	3	10	7
10924	4	18	11	15	18	20	7
27289	0	1	2	1	0	0	0
5883	63	77	48	89	89	64	113
30008	26	55	39	71	56	43	42
80194	15	34	37	49	38	26	28
64393	1	14	2	9	5	0	2
4342	0	0	0	0	0	0	0
6363	1	1	1	8	0	1	2
57175	30	156	67	75	69	51	83
55222	0	0	0	0	0	1	5
80198	29	83	33	67	77	48	55
29942	0	0	0	0	0	0	0
1072	39	56	51	65	55	40	57
23023	0	12	12	9	4	6	7
167227	8	23	12	20	16	13	6
6169	25	37	38	57	73	42	41
9420	0	2	9	9	3	4	4
5017	3	17	22	23	7	15	21
5916	1	4	5	7	3	2	6
23491	3	2	15	19	7	15	27
54961	1	12	15	21	7	5	6
8824	7	30	70	82	34	50	27
6670	8	22	24	54	22	15	69
3849	0	0	0	0	0	0	0
1657	13	17	34	53	38	38	24
51162	12	33	46	123	41	45	55
55191	3	10	21	31	15	17	29
1717	1	2	1	3	1	0	5
26960	6	24	39	40	24	28	27
9943	4	10	7	32	7	10	13
9390	1	2	5	11	4	7	5
23133	10	9	8	39	11	21	26
130	17	104	33	29	41	41	8
79877	0	12	4	20	8	6	8
156	18	38	21	46	32	17	81
5970	2	22	14	41	19	19	32
54796	14	18	6	28	21	24	17
10855	0	0	1	1	0	0	1
27235	0	0	0	2	2	3	0
3310	0	9	0	1	1	0	0
54674	184	350	347	239	366	363	90
78988	1	2	21	8	7	2	8
64318	1	11	11	6	12	12	6
2101	24	64	28	51	67	42	70
29984	0	2	0	3	0	1	2
4580	23	50	27	47	34	30	48
1163	4	13	9	5	5	11	1
225	0	0	0	0	3	0	0
81839	7	3	8	16	8	3	7
2745	68	121	217	157	98	224	167
9657	2	1	5	0	0	7	9
2804	35	145	158	382	119	187	89
6623	2	7	1	2	6	3	11
79812	51	68	57	77	40	26	32
4296	12	32	22	84	36	20	69
10221	3	8	5	8	9	10	15
10089	2	10	1	8	5	2	1
713	0	12	0	5	2	0	6
712	0	3	0	1	0	1	4
4973	3	2	3	5	3	6	2
1605	17	42	41	93	47	34	61
3642	0	0	0	0	0	0	2
1600	0	0	2	0	0	0	0
254102	12	48	16	108	47	22	49
26472	9	19	7	18	16	8	34
6599	17	29	42	75	40	71	49
5797	20	32	47	76	62	61	87
2286	1	0	0	0	1	1	0
7423	5	20	22	40	17	22	47
8793	1	3	2	3	1	3	3
4485	37	99	43	84	54	60	40
8794	0	0	0	0	2	0	0
1464	29	100	58	64	60	44	52
1106	23	87	102	203	81	109	70
2829	0	4	3	5	7	2	2
29903	7	12	8	25	8	15	37
51134	3	37	21	18	12	11	7
27284	0	0	0	0	0	0	0
11163	79	154	115	147	102	100	74
5091	31	75	52	72	50	64	95
10941	0	0	0	0	0	0	0
78999	23	83	117	124	94	90	144
6573	1281	2255	1706	2021	2159	1488	1803
27129	308	270	418	516	160	280	385
9986	20	90	72	86	31	95	48
1964	4	15	11	6	7	17	21
5707	26	36	22	47	61	36	30
10149	102	204	160	118	141	147	37
56667	0	0	2	6	8	4	3
26032	6	17	14	2	9	12	3
57493	2	26	19	68	56	26	34
9804	2	8	16	41	13	27	15
6777	14	38	19	52	44	29	54
924	0	0	0	0	1	0	1
1267	149	284	206	264	298	219	169
3728	42	31	89	116	109	77	105
9001	0	4	0	1	0	0	0
10209	6	21	24	36	26	36	27
81033	2	16	4	6	8	7	6
1263	3	7	8	7	13	10	7
10276	5	15	25	36	29	15	13
23333	2	9	2	11	5	1	11
80012	174	422	370	326	330	372	123
84733	0	0	0	2	0	2	0
6712	116	120	113	194	137	98	156
83759	173	461	235	233	152	206	77
3212	16	19	33	37	26	27	51
114897	0	12	1	11	7	1	4
115123	3	11	5	1	6	1	0
353189	2	17	23	130	19	43	20
5936	57	154	94	90	103	120	45
8557	1	0	0	8	0	0	1
9973	0	4	6	4	2	7	2
2787	13	23	19	8	28	18	16
253512	26	62	52	46	55	60	20
947	9	9	22	68	30	13	16
8722	5	15	3	20	15	6	26
23592	10	7	11	20	12	9	30
7096	0	0	0	2	1	1	0
10333	0	4	0	3	2	0	0
2940	0	0	0	0	1	0	0
254359	71	215	108	186	131	170	94
6403	0	6	0	5	2	2	0
23269	4	37	23	67	20	40	35
54872	1	6	17	27	13	13	14
10594	17	65	55	89	88	44	66
112	6	24	15	53	28	24	52
5306	27	87	52	69	65	50	34
9416	8	12	29	31	26	26	26
7634	0	12	0	0	2	2	0
741	8	5	10	14	2	0	8
23051	38	78	85	117	66	90	92
23612	4	3	0	3	8	2	8
55584	0	2	3	0	0	1	0
9156	0	0	5	0	0	0	0
3981	2	0	4	5	2	7	3
7201	2	0	6	2	0	7	1
488	28	71	63	108	45	60	212
6124	34	89	122	229	137	141	115
26047	0	11	5	2	2	1	0
582	4	27	14	22	13	8	15
10260	42	101	88	71	78	66	20
65003	0	0	0	4	4	1	1
55554	0	3	8	2	2	5	5
1240	1	2	1	4	1	6	3
90806	4	6	4	17	13	4	11
7368	3	17	20	26	14	13	12
124152	274	313	329	340	234	404	167
6578	6	15	11	21	17	12	24
10781	0	8	2	5	5	2	6
3177	40	75	43	82	35	37	51
9024	71	235	184	180	119	258	267
11041	0	5	3	3	5	3	2
3952	3	0	0	3	2	2	0
51574	12	15	39	48	20	25	21
9975	3	6	7	18	11	11	5
25855	3	2	2	6	7	10	6
6138	12	42	40	68	38	25	65
3265	21	120	28	49	55	41	66
6731	3	24	15	39	10	25	7
9610	0	2	4	0	3	1	1
9662	0	4	2	17	7	14	3
8322	46	96	142	145	144	135	51
57124	3	6	8	19	9	7	3
685	2	30	1	10	4	18	16
5174	21	72	44	38	55	62	27
2015	0	0	0	0	0	0	0
11146	0	1	0	1	0	0	1
10897	0	4	4	5	3	0	1
51319	3	20	7	26	10	17	14
81876	3	9	9	38	24	27	26
81490	8	18	9	19	8	11	25
26470	0	3	1	3	2	2	8
253982	10	39	18	7	14	20	10
253980	2	8	9	15	11	8	6
9934	3	24	8	4	3	16	0
29909	3	11	13	0	7	5	6
2523	0	0	0	2	4	0	3
84107	1	0	0	0	0	0	3
763	0	3	1	2	0	0	0
64837	55	117	61	111	55	51	75
6580	1	1	2	1	0	0	1
1488	288	586	386	382	423	454	208
9435	0	6	8	8	1	1	15
79683	12	9	27	56	23	15	67
545	4	19	19	35	18	15	6
11065	0	1	1	0	0	0	0
80124	12	19	16	28	7	14	9
1674	6	65	0	2	26	4	20
5897	37	32	30	24	27	30	27
7189	5	11	5	16	8	2	20
55279	42	71	69	47	43	48	17
56945	519	1028	679	561	725	719	287
55690	32	58	47	145	50	51	65
65108	6	10	4	13	18	9	7
28	40	78	50	73	9	108	49
5708	26	39	33	48	22	29	36
22843	1	15	7	7	5	4	5
131408	57	122	90	88	55	64	54
1466	10	36	11	23	21	12	12
55486	0	1	0	1	0	0	0
1649	10	41	21	19	13	33	10
5095	28	58	107	36	80	171	39
10540	120	261	170	243	174	183	164
4878	8	37	19	12	14	23	16
79797	1	9	6	4	5	2	3
10106	5	31	28	104	47	53	56
9793	4	13	9	33	22	16	20
392	5	16	14	40	30	13	21
8534	0	0	0	10	3	1	4
23015	1	9	9	15	14	15	15
9537	28	131	58	101	52	56	22
22845	8	21	10	3	8	8	9
9134	77	190	101	92	134	109	29
1474	0	0	0	0	0	0	0
27257	1	5	2	5	3	3	4
5626	0	0	0	2	1	1	1
8815	3	4	6	3	6	5	6
319	0	3	1	1	6	3	9
56674	22	31	36	49	23	25	34
56675	5	12	8	11	18	11	7
5771	4	10	9	13	12	9	9
57758	2	10	2	4	5	9	4
4087	8	19	27	58	32	17	35
1212	9	19	17	29	22	24	35
5122	37	126	100	84	83	130	24
4023	2	3	30	12	13	15	14
55844	33	40	53	50	30	38	42
57804	91	87	75	150	72	99	119
23529	44	91	68	86	77	60	54
50613	0	3	1	1	0	1	0
10589	6	18	2	22	11	19	12
79836	0	5	3	4	7	3	0
7352	0	2	0	0	3	1	0
7351	1	3	6	6	5	4	5
51642	8	12	23	16	9	18	5
5870	5	10	10	27	18	15	16
5029	0	0	1	6	1	2	1
8061	3	3	2	1	4	0	2
2072	0	5	6	18	5	9	8
11007	0	6	1	2	6	1	10
54968	0	0	2	1	2	0	0
6199	3	22	11	11	8	11	15
5619	0	0	0	0	0	0	0
146691	15	25	35	88	38	44	72
146712	73	206	85	128	128	95	94
7025	55	74	82	233	79	76	150
54998	4	9	6	4	14	9	31
55508	0	3	8	42	9	12	10
8607	139	307	110	119	202	133	119
2810	0	0	0	1	0	0	4
4482	5	17	23	32	20	22	20
2118	6	35	17	13	16	11	20
10458	8	16	63	43	38	59	56
79666	0	2	3	3	3	17	5
2	142	758	286	260	447	255	123
379	0	0	1	1	3	1	5
63893	11	14	6	30	13	22	19
84747	3	7	11	23	13	13	20
56676	11	1	2	2	3	2	1
84617	309	383	254	182	329	240	249
26471	3	2	9	15	8	9	7
9832	0	2	1	0	1	0	1
23630	0	0	0	0	0	0	2
55057	2	3	1	0	1	1	1
8636	3	16	3	13	5	16	21
1479	45	121	74	50	47	81	43
7525	3	5	7	28	8	9	21
79643	1	11	3	10	4	8	9
10301	98	460	185	171	222	310	84
4161	0	0	0	0	0	0	0
55254	129	147	134	147	165	97	36
55346	54	59	58	20	34	60	28
2877	71	115	27	62	37	70	62
2290	0	0	0	0	0	0	0
8877	14	26	11	27	17	6	24
664	73	158	124	89	92	131	55
1149	0	0	0	0	0	0	0
80059	0	0	0	0	0	0	0
79915	89	303	179	112	174	156	55
29882	5	4	4	16	5	8	9
7694	213	445	244	331	311	292	457
1351	1	4	8	11	8	4	13
54993	39	103	109	57	68	104	60
79369	107	215	160	145	183	173	110
3291	50	69	119	204	96	159	188
51379	323	724	419	433	463	450	219
6051	13	7	11	28	24	19	13
9699	0	3	1	0	1	0	2
56888	4	22	6	25	16	11	33
1196	5	5	22	16	11	21	22
28232	3	10	10	26	9	10	15
79446	0	3	1	4	4	7	2
112869	4	4	9	16	7	9	12
2788	3	1	7	20	14	4	14
9920	6	10	21	49	24	24	77
84823	4	7	7	21	6	5	9
51115	170	483	382	345	326	383	131
4642	7	7	18	39	24	19	37
2300	1	15	0	16	1	0	4
2303	10	3	2	16	6	5	5
627	63	95	80	55	71	102	39
79635	8	10	4	5	10	9	0
8851	0	1	2	0	0	0	3
80230	15	47	22	63	55	40	25
10409	6	6	6	12	17	9	8
10265	7	0	4	18	7	3	9
55884	25	60	47	51	37	48	21
2902	1	9	0	0	0	0	1
6664	0	0	0	0	0	0	0
7298	154	454	403	235	251	383	178
5827	6	6	9	6	3	9	10
9240	2	14	7	21	4	4	25
733	0	3	0	7	0	5	3
51301	1	3	0	4	1	2	1
84901	4	11	8	25	13	10	24
4062	0	0	0	0	0	0	2
23625	1	0	0	1	2	0	1
6470	12	56	56	61	65	70	32
9632	13	17	26	34	30	25	21
4524	26	52	29	57	37	42	50
10522	125	173	165	223	131	171	203
283232	117	315	238	297	263	289	193
147912	35	62	22	89	24	28	147
3467	0	0	1	0	2	0	0
23403	0	4	4	17	7	4	17
54503	0	0	7	3	3	1	1
84942	260	565	450	385	403	561	321
5426	5	4	6	13	9	4	15
391	4	12	4	7	4	2	10
64787	82	141	191	384	171	195	329
1068	0	1	0	0	0	0	0
8408	14	17	16	78	23	22	160
6197	1	12	7	25	25	11	31
80324	2	9	5	15	7	5	9
80205	5	54	64	113	51	63	21
11253	4	7	16	25	30	18	22
3738	2	7	0	2	4	4	1
8325	4	7	3	27	9	7	46
3737	0	3	0	0	1	0	4
7156	12	53	37	71	32	29	26
57513	15	63	37	93	62	39	73
253461	28	36	43	90	53	43	39
79857	23	26	14	28	18	20	27
29928	26	89	100	32	58	92	38
3090	245	336	189	306	272	166	239
8541	7	68	14	19	20	9	15
64110	0	4	2	7	7	7	16
5074	12	32	37	75	37	45	71
7050	13	25	11	15	18	12	26
930	0	6	0	4	1	1	1
7182	777	1466	1148	836	718	1115	644
2828	1	5	0	10	2	1	0
284119	14	78	43	72	70	21	98
10425	37	47	74	88	52	52	32
10009	0	4	0	2	6	2	2
79413	5	21	3	4	10	0	2
51046	0	0	0	0	0	0	0
56475	7	20	13	11	5	6	13
79751	33	67	37	97	42	47	49
79874	4	19	12	32	14	12	62
4808	0	0	0	0	0	0	0
475	9	9	3	12	14	7	21
79718	3	20	39	47	24	18	29
9332	0	6	5	5	15	5	5
6181	4	14	14	31	33	12	35
23283	51	250	116	84	139	141	66
23765	2	6	3	18	8	2	25
57104	15	26	37	85	29	31	101
977	43	53	47	87	75	38	67
25945	4	5	7	10	6	10	6
9772	71	145	100	134	150	117	104
2314	24	41	20	62	43	34	52
6666	150	233	142	256	138	169	326
58529	0	2	0	0	0	0	5
3766	6	8	31	67	27	34	32
8269	0	0	0	0	0	0	3
1176	3	5	5	13	4	4	4
2885	3	19	17	32	27	14	32
7334	100	117	103	217	144	79	49
51272	2	6	4	15	11	9	8
6232	17	27	21	39	55	27	31
60626	14	20	16	30	24	25	14
55272	78	162	78	106	89	82	195
140461	27	50	57	59	48	46	22
3615	82	114	77	140	73	90	76
259173	5	42	30	58	25	71	71
4291	0	3	3	1	5	2	2
54762	3	8	10	7	1	15	8
55620	3	5	8	19	6	8	6
51027	7	11	7	7	4	3	12
9659	22	58	35	34	41	17	43
1662	2	24	13	22	5	37	9
4729	1	1	7	0	7	6	1
25970	28	39	52	75	21	50	106
63917	91	181	148	155	117	151	83
11180	39	65	37	80	50	58	68
7142	0	0	0	0	3	0	0
8834	2	2	3	15	5	0	4
26251	12	28	9	39	5	15	32
810	4	13	19	11	7	15	15
51806	0	0	0	0	0	0	0
7766	0	3	0	2	0	0	1
63973	0	0	0	0	0	0	0
2731	9	23	36	23	26	37	30
79861	0	0	0	0	2	1	0
196403	4	7	12	22	11	7	13
55175	1	9	4	7	4	5	5
258	0	3	0	0	0	1	0
788	0	5	8	2	1	2	4
767	2	0	5	12	1	4	4
940	0	0	1	1	0	0	2
9852	6	7	8	13	3	7	3
4094	35	113	73	152	105	89	157
56998	2	3	4	5	2	1	7
2081	5	4	9	6	11	13	24
2859	0	1	0	6	6	4	1
23512	0	7	6	7	12	12	5
63899	0	3	1	6	1	3	1
115207	7	26	28	32	20	35	20
54913	1	1	1	0	5	0	8
2907	21	30	57	86	62	77	73
7056	0	8	2	9	4	1	7
2814	0	1	7	2	1	0	1
9377	5	5	3	3	4	9	23
22882	14	15	23	41	25	17	18
1370	0	3	2	4	4	4	4
27132	0	0	0	1	0	1	0
4351	390	650	445	552	545	467	290
26873	16	26	37	29	31	27	47
54546	1	0	7	4	1	4	5
9242	3	27	5	3	4	1	9
81575	0	0	9	1	2	0	7
54512	5	5	10	28	6	9	6
6879	3	18	11	17	21	9	16
2304	4	4	1	2	2	0	0
5198	1	15	8	14	8	13	11
79818	149	308	170	261	167	280	209
2580	27	35	72	115	52	63	100
51341	29	42	66	164	65	62	185
7284	11	26	18	29	31	26	18
80010	0	0	3	2	0	1	1
55030	92	172	124	159	139	146	75
6415	0	6	9	12	18	10	23
114932	5	4	4	10	5	7	7
9212	0	0	0	0	1	0	0
23212	28	71	49	48	50	42	37
54344	0	0	1	7	3	0	2
1537	12	33	31	20	33	26	32
5187	6	20	44	17	50	91	91
3355	0	0	3	3	1	0	1
2193	2	13	5	10	6	4	27
55095	10	32	32	79	48	32	49
1585	0	0	0	0	0	0	0
59344	2	0	0	0	1	0	0
80153	28	72	66	61	55	62	33
2517	0	3	4	0	3	2	8
811	54	102	110	145	140	112	166
9500	6	16	13	23	26	26	24
1002	18	59	37	57	23	37	22
5886	23	26	22	53	35	24	35
90480	151	201	124	187	167	147	189
5781	20	18	32	50	28	28	43
23302	5	1	9	15	12	1	20
1198	358	737	554	641	457	629	343
2624	74	88	49	102	42	53	90
10620	1	4	4	9	3	9	6
23241	32	40	32	108	34	53	149
1960	0	2	0	2	0	4	0
64856	6	17	29	58	31	8	71
50628	10	26	8	22	18	12	7
24147	3	2	2	4	3	1	1
7681	0	0	0	0	0	0	0
10472	4	3	13	24	13	8	15
242	4	10	16	31	4	13	9
81858	55	96	42	70	63	60	67
79571	48	138	80	174	161	87	245
4261	207	437	253	482	353	245	388
247	0	0	0	0	0	0	0
2918	3	0	0	3	4	1	4
23580	5	11	7	27	12	3	26
2205	0	0	0	3	0	0	0
80117	0	0	0	0	0	0	0
9582	0	0	0	0	0	0	0
51268	11	28	41	35	18	30	24
9792	5	9	9	7	8	10	3
9495	48	113	54	58	94	39	31
23042	48	599	66	335	273	356	72
7710	138	268	189	171	182	188	105
22864	15	24	38	78	19	30	155
10331	2	0	0	0	1	1	0
9378	0	0	0	0	0	6	0
22928	3	10	13	29	33	20	36
1237	1	16	5	4	1	2	0
79738	1	0	2	3	1	4	1
51333	27	52	32	20	24	31	39
11336	1046	705	950	1037	930	824	829
7054	0	0	1	3	1	0	0
29895	0	1	4	2	4	2	0
2147	0	1	1	0	6	1	0
8575	95	259	131	136	152	98	104
10692	0	0	0	0	5	0	0
55785	25	56	88	50	34	61	12
4947	70	196	150	180	156	150	56
2535	2	7	0	5	2	5	1
3059	1	4	8	8	6	11	11
23060	18	64	44	95	56	52	23
5062	1	4	13	16	7	8	12
90411	26	42	46	41	41	33	41
2619	8	7	15	23	11	13	45
3753	0	1	2	0	0	1	1
8204	8	19	27	57	20	31	67
85453	4	3	3	7	8	4	11
2529	5	1	3	0	2	1	3
8334	6	14	15	34	13	9	20
6752	22	14	25	41	32	13	18
5551	3	2	2	5	6	1	2
4081	46	97	76	74	65	69	65
55432	0	5	6	5	2	4	2
1132	8	34	6	11	25	7	5
80045	0	0	1	0	6	7	4
186	0	0	0	0	0	0	0
79642	3	3	6	16	2	3	6
5464	0	3	5	3	5	6	7
3226	9	9	7	32	11	6	16
79929	0	0	0	1	1	0	0
64388	2	0	0	0	1	0	0
6748	36	69	62	66	62	26	76
404093	11	16	20	68	23	16	46
23513	31	40	39	93	45	41	102
23510	239	277	160	101	240	197	168
5021	0	0	0	0	2	1	0
23760	11	27	33	39	19	33	31
1728	28	50	20	47	42	22	22
79147	33	69	30	48	43	40	66
9501	17	37	31	34	15	29	29
284439	2	28	29	33	21	31	22
25994	0	0	1	3	2	2	6
1129	0	0	0	0	0	0	1
79813	16	48	25	74	36	34	44
9370	0	0	3	0	0	0	1
2149	4	9	10	8	12	2	8
4869	7	35	29	73	50	30	45
64219	4	17	1	8	8	3	9
55526	1	19	29	39	25	38	22
5179	0	0	0	0	0	0	0
92815	1	8	3	1	2	1	0
5430	24	34	65	154	88	84	97
23401	0	0	0	8	4	4	9
6357	0	0	0	0	0	0	0
9625	117	287	347	288	275	315	540
23109	3	21	6	8	6	8	57
168544	24	27	9	34	12	18	43
6657	0	0	0	0	0	0	1
55076	1	2	0	0	0	0	0
5912	0	8	1	7	5	1	6
79777	4	20	14	17	22	9	26
6448	6	16	12	27	15	16	41
10586	145	160	101	154	128	112	104
29072	13	35	79	150	44	93	75
64582	3	1	2	19	4	3	3
53829	0	12	6	8	7	6	0
9966	0	8	8	5	2	5	0
7262	0	4	0	0	0	3	1
54112	6	27	13	13	9	29	7
5324	0	2	5	8	0	1	6
286451	1	5	7	13	15	6	7
26137	23	109	116	184	102	134	96
2827	0	4	3	3	2	0	0
6478	14	15	7	19	22	18	24
22820	5	16	21	18	29	23	27
55343	0	5	0	16	3	7	5
10193	3	23	14	26	15	16	6
6517	2	8	8	1	1	1	0
1366	10	20	18	40	21	10	30
79673	3	0	3	7	1	3	6
51287	3	6	8	22	15	10	14
5571	1	9	2	0	0	6	3
64785	0	0	3	1	0	0	0
4762	0	6	0	0	0	1	0
64963	50	69	46	54	41	51	26
6635	0	0	2	1	5	3	1
25834	2	0	0	1	1	0	0
3418	27	29	47	77	68	52	104
23538	0	0	0	0	0	0	0
7485	8	31	20	18	13	25	6
161291	21	18	17	29	13	16	34
28955	64	292	132	143	144	135	100
11022	3	5	2	2	3	6	1
9798	7	14	21	30	27	21	13
64975	6	9	12	13	9	8	20
64764	5	19	37	69	31	32	48
51021	3	7	10	13	22	11	7
1419	0	0	0	0	0	0	0
23641	0	6	3	21	10	6	5
2131	3	10	15	30	11	9	12
6472	8	14	15	22	11	7	12
10159	1	15	9	12	12	6	15
25825	8	15	32	52	24	18	47
3739	0	0	0	0	0	0	0
2567	0	0	1	1	1	5	0
8905	7	23	30	22	28	17	9
3770	1	4	1	0	0	0	1
26233	15	46	17	43	28	18	73
716	5	24	5	13	15	4	6
8513	1	0	0	0	0	0	0
2055	3	11	14	29	19	8	11
11247	0	0	0	0	0	0	0
785	3	8	2	10	2	7	1
55666	24	27	19	65	31	40	31
23265	4	38	49	90	45	39	78
633	23	50	68	208	120	31	85
2242	1	4	5	14	5	4	7
51218	606	1278	507	401	1572	560	544
859	0	5	2	0	2	1	0
439921	71	61	74	138	53	85	64
3985	31	91	47	75	66	43	30
84975	0	2	1	3	4	8	2
55256	12	18	34	39	42	36	32
6304	2	14	13	39	14	16	41
11248	4	11	2	9	6	6	1
1436	7	45	16	40	41	18	20
2049	2	3	13	12	6	5	9
22906	20	21	39	103	35	33	118
51289	0	0	0	0	0	0	0
4692	2	11	0	0	4	0	7
7267	24	110	87	197	90	90	67
9312	0	0	0	0	0	0	0
8811	0	1	0	0	0	1	0
25987	0	6	21	49	24	30	14
302	3	21	10	25	16	14	15
9628	5	3	9	10	2	8	10
5069	190	273	309	422	278	264	163
51335	0	2	3	7	2	1	6
6218	0	0	0	0	0	3	2
55231	0	0	0	1	0	1	0
1397	18	24	26	71	36	23	69
55794	1	0	0	0	0	3	1
64746	8	3	14	23	18	18	24
79087	75	55	74	110	42	52	49
3932	0	1	0	0	0	0	2
80781	159	271	229	735	425	262	659
8241	16	12	20	34	11	20	37
222487	0	0	0	0	0	1	0
2747	1	0	1	2	4	0	2
6165	21	55	34	53	57	44	37
6000	0	1	1	2	2	0	0
80254	5	14	19	39	23	13	4
6734	45	88	101	135	74	98	37
2130	24	35	53	112	46	60	66
10473	2	9	10	10	9	5	4
6656	0	0	0	0	0	0	0
9112	19	25	27	54	25	24	45
5831	2	19	9	10	10	10	17
161	18	36	54	134	72	59	108
6546	8	24	74	38	39	73	28
8390	0	0	0	0	0	0	0
89874	14	6	1	9	2	3	13
1538	0	0	0	0	0	0	0
5121	0	2	0	5	0	2	8
18	12	35	75	96	74	93	40
1468	3	1	2	7	4	4	4
57118	1	5	5	21	8	3	6
1482	0	0	0	0	0	0	0
4703	93	161	151	128	202	168	49
11251	4	4	14	16	9	1	7
53820	0	0	1	0	0	0	0
2842	0	0	1	0	0	0	0
5877	6	48	60	49	30	66	11
2188	9	12	2	5	5	6	2
29119	0	0	0	2	0	3	0
754	15	21	41	57	38	29	52
51428	3	7	5	10	6	14	34
9802	146	83	95	141	111	127	75
9403	1	1	4	10	4	7	4
9831	0	1	4	15	6	6	6
54880	9	29	40	53	27	21	33
8690	0	10	5	5	2	4	3
2275	0	0	0	2	1	3	1
54101	4	8	16	23	9	3	10
10946	4	2	9	29	9	12	8
51270	0	0	0	0	0	0	0
2903	0	7	3	1	11	13	11
140460	1	3	4	5	9	5	6
11219	0	0	1	1	2	0	0
29933	293	285	318	473	227	131	155
4600	2	10	1	7	2	3	0
57634	30	62	32	105	51	53	94
54855	0	1	9	10	3	6	7
51118	0	7	7	5	2	4	4
8302	0	0	0	0	0	0	0
54039	1	1	0	6	3	1	0
84193	2	15	27	21	12	29	24
23194	2	11	4	13	10	7	13
1232	0	0	0	3	0	0	0
4707	2	4	3	4	7	5	9
64410	4	5	1	9	2	3	1
55039	0	5	5	3	1	6	2
5678	2	2	8	0	5	2	4
2825	0	1	0	4	0	0	0
353500	102	223	135	233	154	166	117
80258	0	0	0	1	0	2	0
7378	3	15	14	17	10	12	21
4978	0	3	2	3	0	0	4
84851	154	317	184	184	183	232	134
10186	1	10	9	44	20	6	9
23585	3	8	12	6	5	10	6
430	0	2	0	2	1	0	0
29110	2	4	7	13	6	5	4
23466	16	41	17	53	41	27	44
10607	10	10	7	18	10	8	26
10293	0	0	0	0	0	1	0
668	0	3	0	0	0	0	0
10317	0	0	0	0	0	0	0
51807	12	25	15	26	20	21	8
283298	27	63	40	65	63	65	17
389677	60	165	134	111	116	168	51
1233	0	1	0	0	4	0	1
29944	0	1	4	2	6	1	3
55243	4	23	7	63	22	34	34
10766	49	99	72	118	52	51	108
6331	2	2	1	5	3	3	0
7404	45	0	0	0	0	1	0
146754	12	31	10	21	22	11	6
4068	0	3	0	0	0	3	0
5613	4	6	21	19	11	18	47
387893	7	18	15	44	15	13	35
6525	27	136	61	150	87	74	93
28958	418	382	370	352	289	397	647
8073	6	15	17	43	17	14	34
71	59	136	119	142	181	134	171
7113	15	11	30	35	20	23	55
10281	0	0	0	0	0	0	0
56616	1	10	7	14	9	7	8
26276	4	11	2	0	6	2	2
6899	0	5	1	0	1	0	4
54954	3	12	12	14	12	10	12
7122	2	11	3	9	5	8	11
8508	5	15	26	44	12	13	9
6900	12	53	28	24	30	17	12
152	13	6	5	10	8	5	31
79174	9	32	12	26	23	19	35
4991	0	0	0	0	0	0	0
3768	1	4	0	4	5	1	4
54328	0	5	1	4	1	1	1
5504	1	2	10	10	7	3	17
64061	2	10	13	34	11	25	35
3654	2	13	14	19	19	10	11
5101	0	10	12	60	24	26	25
220	11	34	15	17	19	11	12
56660	151	175	152	229	156	197	173
5463	1	6	6	19	12	9	23
80213	0	4	1	13	5	3	1
10078	1	2	1	13	6	8	6
4070	47	20	26	84	34	20	66
4990	1	0	0	1	0	0	0
5587	9	12	9	23	14	18	27
26576	22	53	29	33	42	45	71
9573	0	0	2	0	0	0	0
1946	0	3	10	19	4	9	19
3009	0	3	2	1	0	0	0
11187	0	3	2	2	0	2	6
1435	4	13	14	8	21	8	13
10584	19	4	5	13	5	4	2
8398	13	69	42	59	32	71	36
26039	4	15	24	30	13	24	7
3751	0	1	0	0	1	0	0
9276	143	252	188	210	211	218	77
64922	77	177	150	109	130	165	31
80764	3	17	5	19	8	6	16
9735	0	4	2	1	3	0	1
2826	38	76	18	41	23	21	49
10587	12	10	11	10	16	13	18
4303	5	9	3	31	10	6	17
5454	2	3	1	0	3	0	1
5627	2	4	10	13	3	12	1
2520	0	0	0	3	0	0	0
51286	13	62	27	53	28	36	46
1850	4	3	10	22	14	12	19
9021	1	17	5	7	5	7	2
11260	6	9	12	16	14	21	9
5142	0	1	2	2	0	1	0
8303	10	38	23	40	14	29	23
4753	0	0	1	0	0	0	2
9968	13	66	40	58	37	19	16
10801	27	110	87	168	94	65	125
9923	6	10	15	26	17	10	17
8349	22	28	10	42	27	19	20
9074	0	0	0	0	0	0	0
56478	109	236	140	186	118	144	108
7327	7	15	21	55	19	19	26
23762	65	76	45	99	53	44	98
201501	1	1	3	11	5	5	6
79135	1	0	2	1	1	1	2
51334	0	0	1	2	1	2	1
54732	5	5	8	10	10	9	10
1812	0	0	0	0	0	0	0
25880	46	210	232	96	264	227	46
9823	6	15	13	6	9	3	18
8971	47	60	26	58	44	27	76
6612	5	5	4	14	9	17	11
140597	4	3	3	12	4	11	1
1188	26	34	52	69	48	83	111
3714	1	3	6	17	12	4	10
752	30	44	37	79	37	27	52
8590	0	0	0	0	0	0	0
7490	0	9	3	3	6	12	14
4588	390	597	560	1037	952	926	576
79050	0	1	0	4	1	3	0
11274	0	0	2	1	0	0	1
4700	23	56	43	68	28	46	28
1133	40	79	45	39	35	52	13
10572	3	5	2	8	6	5	4
2157	7	19	7	15	18	6	13
22888	1	4	1	6	8	6	8
23764	17	34	9	15	31	20	22
2972	26	72	54	97	61	41	97
10519	5	16	6	18	7	9	2
7469	7	8	21	29	10	11	17
57419	0	11	0	8	1	2	13
51350	0	0	0	0	0	1	0
